latitude,longitude,elevation,magnetic_field,gravity_anomaly,pressure
29.831046011340735,-104.2134531739684,261.70568373590595,50578.13056518514,7.044395296419464,982.208453150439
35.975137077832784,-99.5264846840063,246.97879907199982,50938.75531739247,25.550456195535965,983.93453831808
33.6427905979001,-95.17744867034087,906.2545805210367,48525.84826912967,18.973366987274076,909.0289542280013
32.22095461208352,-97.02614199977168,249.5461998495061,49937.06995871269,-28.628941967608682,983.6334458757293
27.500820374221966,-96.04956423219978,271.94972612863097,50021.34161223126,-30.24619119588921,981.0092323433751
27.50056316705713,-97.9909652765113,759.3982624179637,51162.120953016085,-22.684078038060534,925.3006584165786
26.45648040671681,-97.55095508895963,449.73984245054,51600.713714063866,-9.023937251577989,960.38430388344
35.0736559480856,-95.48946196669094,776.7105569551812,47096.43559419061,-7.592405765465628,923.3702825369326
32.247150039224884,-103.36563646721422,65.36615756438525,50125.77572312519,9.586249873343494,1005.4233723142022
33.38770274058591,-100.21587742513097,487.5711936733843,47595.6664872865,-37.04135992144203,956.0412396182489
26.05660481337272,-103.73950519998334,33.613600183282635,49650.485428669075,-35.83969229503049,1009.2191325478641
36.179830699514646,-93.67030907854566,62.65320345535452,49457.47708838294,-0.4859749301422757,1005.7472315968545
34.71393534443938,-94.24320923673505,906.437453344411,48433.59937921638,21.231151832057797,909.0088373425617
28.101399340628866,-106.12763815100853,139.24537111759517,48684.699430101595,-23.7407790828643,996.6364356504818
27.776008720309637,-97.37624728610965,532.4206822752171,50044.36548290823,12.013923595548947,950.913104386324
27.792852331273078,-94.49033527961518,411.09560260070657,48854.69203928029,-18.877267958887405,964.8371680400794
29.081417582023327,-104.27332751845869,347.3433262588427,50600.39027243278,30.584001155584765,972.219686968447
31.432892684353533,-99.18433312266095,899.8333456872724,49050.79078329167,33.08792748124411,909.7355493655139
30.443188900792066,-94.61855558809663,21.8233967754895,47634.01544826542,-15.77286817332633,1010.6315061023838
28.94265105941584,-106.19964149552479,663.789686175589,51278.4183520083,-21.499156981536824,936.0202627846321
32.361654528161566,-97.4833807230981,963.3944342135504,48518.732915797314,-3.8866463146296675,902.7608121243481
27.324606732449112,-102.7392368854446,560.168183461842,49188.63471316034,-22.368123413444224,947.7515959285693
28.95241367412015,-94.50152986247991,936.8224620330918,50524.86631907413,12.124900996863854,905.6713429941257
29.74383615214661,-93.88851651578902,52.257879286023766,48714.87400450063,23.77285810594718,1006.9889569121775
